-1.104075,0.005,0.225638
-1.245,0.6251173,0.2058846
-1.245,0.3001463,-0.1509087
-1.035144,0.005,0.38854
-0.9224294,0.005,-0.7388588
-1.245,0.5233831,-0.708103
-1.245,0.01184446,0.747878
-1.092988,0.005,0.4399981
-1.117945,0.005,0.3605937
-0.6014093,0.005,0.3557739
-0.2155344,0.005,0.1103977
-0.9406731,0.005,-0.5821356
-1.245,0.07798153,-0.4857726
-0.9471457,0.005,-0.08525055
-1.245,0.1872669,0.5813487
-0.6331207,0.005,-0.1283698
-1.245,0.2514559,0.7403036
-0.6823887,0.005,0.261569
-0.4051194,0.005,-0.03673688
-0.5240418,0.005,0.6482127
-0.8689715,0.6345534,0.813
-0.9012887,0.005,0.403975
-0.4689796,0.005,0.1257349
-0.2884677,0.005,-0.1850832
-1.11212,0.005,0.3468224
-0.3343721,0.005,-0.1870794
-0.8208199,0.005,0.837301
-0.7697607,0.281083,0.813
-0.5089911,0.3238189,0.813
-0.4352035,0.005,-0.01030315
-0.8404968,0.005,0.9335547
-0.9793135,0.005,0.9402362
-0.05937031,0.005,1.112964
-0.231603,0.005,0.2269959
0.07029881,0.005,0.4623989
-0.4228874,0.005,0.3363395
-0.3403625,0.005,0.2612569
0.04055363,0.005,0.4464024
0.3789209,0.005,0.4816775
-0.2730083,0.005,0.1769683
-0.2152338,0.005,1.225656
0.00636217,0.005,0.892052
-0.1509736,0.005,0.4291624
-0.2302106,0.005,0.4716995
-0.2913983,0.005,0.8566266
0.2668252,0.005,0.8555415
-0.4695045,0.005,0.806137
0.4516179,0.005,0.5237536
-0.1050746,0.005,0.3257401
-0.3109381,0.005,0.8216677
0.5256336,0.005,0.3893977
0.458125,0.005,0.7283148
0.2402204,0.005,0.8290651
0.553491,0.005,0.78184
0.2421313,0.005,1.070858
0.3490137,0.005,0.6405855
0.2066223,0.005,0.6410364
0.5800108,0.005,1.012938
0.1190808,0.005,0.5933353
-0.03567165,0.005,0.9674695
0.2414189,0.005,0.3947721
0.2385367,0.005,0.7415119
0.2782145,0.005,0.3024619
0.2315409,0.005,0.262467
0.1081939,0.005,0.5598778
0.1877061,0.005,0.6726078
-0.05398488,0.005,0.4663171
0.1199614,0.005,0.7094802
0.8795233,0.005,0.6098344
-0.08077735,0.005,0.8028178
0.4963836,0.005,0.3181549
-0.1068905,0.005,0.4093128
0.4877734,0.005,1.210041
0.2794515,0.005,1.016297
0.4506128,0.005,0.41501
0.3328507,0.005,0.5661871
0.4314862,0.005,0.7052351
0.04285464,0.005,0.9085891
-0.119425,0.005,0.5682431
0.4955769,0.005,0.5822888
0.3355523,0.005,0.1643144
0.5498542,0.005,0.2275548
0.5735499,0.005,0.1068707
0.03290419,0.005,0.4129781
0.6123316,0.005,0.4871423
0.1674073,0.005,1.142822
-0.2847438,0.005,0.7866068
0.398756,0.005,0.490827
-0.1339815,0.005,0.2631213
0.254528,0.005,0.4150786
0.3287711,0.005,1.201406
0.5133759,0.005,0.771456
-0.4092339,0.005,0.464725
0.2122578,0.005,1.113331
0.5809386,0.005,1.0409
0.1829557,0.005,0.6752831
0.4280336,0.005,0.3440847
-0.3555698,0.005,0.5384972
-0.09269881,0.005,0.9423377
-0.1696968,0.005,1.033026
-0.4271559,0.005,0.6702011
-0.1381788,0.005,0.3580514
-0.570021,0.5799329,0.813
-0.280117,0.005,0.3518526
-0.3555125,0.005,0.6171387
-0.53427,0.5345394,0.813
-0.05503121,0.005,1.078212
0.073616,0.005,0.3994173
-0.7786131,0.005,0.9019946
-0.8451573,0.4508897,0.813
-0.8776315,0.6632655,0.813
-1.245,0.8231375,0.5866404
-0.1049679,0.005,1.044615
-1.245,0.3309773,0.5829051
-1.245,0.1089997,0.5520831
-0.3533796,0.005,0.5029877
-1.245,0.2028533,0.6671004
-0.258412,0.005,0.9614723
-0.8170255,0.4635242,0.813
-0.9030243,0.5231801,0.813
-0.4337216,0.005,-0.02331583
-1.245,0.1476779,0.3363848
-0.531724,0.50064,0.813
-0.3167938,0.005,0.2133185
-0.5001727,0.005,-0.0355507
-0.7067513,0.6377653,0.813
-1.245,0.1910588,0.3814673
-0.3028279,0.005,0.3207139
-1.245,0.1101574,0.08869879
-0.796713,0.005,0.6719703
-0.4807452,0.005,0.6402478
-0.3636309,0.005,0.1726388
-1.245,0.6993712,0.4154475
-1.245,0.7047017,0.05660169
-0.3256082,0.005,0.3775097
-0.4236769,0.005,0.1668841
-1.245,0.913406,0.2841228
-1.245,0.8719506,0.6739216
-1.245,0.3341245,0.5995486
-0.7882825,0.005,0.6642872
-0.2677123,0.005,0.4549983
-1.245,0.9329654,0.1649635
-1.110606,0.005,0.5234129
-1.245,0.779442,0.02341482
-0.8008484,0.005,0.6006598
-1.245,0.4857087,0.9974506
-0.695539,0.005,-0.3200513
-0.8933671,0.005,0.1417208
-1.245,0.2664511,0.08036377
-1.245,0.8617734,0.3412505
-1.245,0.07926482,-0.2370895
-0.2390599,0.005,0.3454621
-1.245,0.236366,0.322975
-0.5763967,0.005,-0.3561805
-1.245,0.9170285,0.3139435
-0.4224615,0.005,0.3061041
-1.245,0.2529091,-0.1489305
-0.985534,0.005,0.4543626
-1.245,0.9067432,0.4400632
-1.245,0.06267083,-0.4176955
-1.054149,0.005,0.2428168
-0.9034079,0.005,0.486915
-1.245,0.4816345,-0.5467005
-1.176147,0.005,-0.001695916
-1.245,0.7211262,0.227065
-1.245,0.2252573,-0.2571152
-1.147803,0.005,-0.3070027
-1.245,0.6682346,0.4869986
-1.245,0.6131895,-0.4729559
-1.245,0.2551777,0.3964796
-1.245,0.4000719,0.09417646
-1.245,0.35426,-0.529692
-0.9683483,0.005,0.3751701
-0.4628057,0.005,-0.1835122
-1.245,0.8606533,0.00275217
-1.245,0.2051733,-0.04283962
-1.245,0.7693443,-0.7375751
-0.5364004,0.005,-0.0680387
-1.245,0.921481,0.1612468
-1.245,0.6321015,0.2622858
-1.245,0.1764901,-0.199261
-0.9564422,0.005,-0.01984403
-1.245,0.07592005,-0.7790406
-1.245,0.08996397,-1.091536
-0.5045863,0.005,0.1227089
-1.245,0.5572963,-0.5489975
-1.145289,0.005,-0.4160965
-1.245,0.9866802,-0.3319551
-0.4155768,0.005,-0.4354214
-0.5208876,0.005,0.01174614
-0.6600007,0.005,0.09857328
-0.8622674,0.005,-0.1574125
-0.4462046,0.005,-0.3460432
-0.2922777,0.005,-0.6438904
-0.5263376,0.005,-0.4024286
-1.245,0.09568435,-1.132877
-0.8244872,0.005,-0.2834081
-0.7609639,0.005,0.06808199
-1.245,0.9248338,-0.2562821
-1.245,0.9439805,-0.128953
-1.245,0.1949402,-0.09324077
-0.2712986,0.005,-0.6461129
-0.8429673,0.005,-0.4471381
-1.245,0.9385709,-0.5108498
-1.245,0.7151884,-0.5405977
-1.245,0.1733121,-1.0893
-1.245,0.6283497,-0.1368516
-1.245,0.8494964,-0.898264
-0.4889685,0.005,-0.4784797
-0.9824277,0.005,-0.9980111
-1.245,0.6638504,-0.4168811
-1.245,0.2927898,-0.9909347
-0.7483759,0.005,-0.9663721
-1.245,0.9332499,-0.8147999
-1.245,0.6690193,-0.2923704
-0.5747358,0.005,-0.7561067
-1.245,0.8000379,-0.4968635
-1.245,0.689472,-0.5195194
-1.245,0.3945454,0.1620015
-0.6354116,0.005,-0.2413827
-1.245,0.8982676,-0.4008957
-1.152321,0.005,0.4837714
-0.7611871,0.005,-0.6153992
-1.10542,0.005,0.2512574
-1.245,0.7135595,0.2965143
-0.579589,0.005,0.05616282
-0.6759081,0.005,-0.1887283
-0.9991115,0.005,-0.09942795
-1.245,0.1186427,-0.0390659
-1.245,0.779124,-0.233539
-0.850613,0.005,-0.2851687
-1.245,0.2755868,0.2245425
-0.7301636,0.005,0.07523613
-1.245,0.6091311,0.4675989
-0.9237814,0.005,0.1589744
-0.8349373,0.005,0.3986161
-1.245,0.09173924,0.1154879
-1.245,0.6514287,-0.2461379
-0.7487613,0.005,0.6363391
-1.245,0.6403068,0.270197
-1.245,0.8404836,-0.08136265
-0.5891888,0.005,0.4681291
-1.245,0.7988534,0.307961
-1.192794,0.005,-0.1913038
-0.7105769,0.005,0.3550091
-1.245,0.8457624,0.2364178
-1.245,0.449419,0.5127972
-0.544136,0.5343954,0.813
-0.7404962,0.005,0.2717364
-1.245,0.8796376,0.5033854
-0.7667842,0.005,1.22375
-0.8184924,0.5857341,0.813
-1.245,0.3713357,0.4538727
-0.5869222,0.005,0.460282
-0.8097832,0.4759744,0.813
-0.763136,0.4003305,0.813
-0.618113,0.005,-0.009236038
-1.245,0.02429062,1.071135
-1.245,0.7832419,0.9038839
-1.245,0.1942391,0.8637403
-0.8747301,0.005,0.5103245
-0.06820706,0.005,0.6207737
-0.4525561,0.005,0.873722
-0.2714603,0.005,0.3945773
-0.1822021,0.005,0.281444
-0.356709,0.005,1.223692
-1.245,0.4724404,0.9107442
-1.245,0.1936335,0.9628512
-0.09171,0.005,0.4250516
-0.5190312,0.005,0.7871675
-0.8044301,0.7259731,0.813
-1.245,0.6049898,0.7206962
